Document Number	DocID Intern	Class	Project/H-Type	Sheet	Ver.	Issue	Lang.	Product version	Name	Source Allocation	Author	OEM / Private Label	PI	State	Lifecycle	Valid From	Valid Until	Current	Project Name	Cre.-Department	Date	Creator	Approved	Appr. Date	Released by	Rel. date	MTO	Note	DocKey II	ECO-ID	External Key	Doc type	Structure	Where used	Direct link	Direct Version link	Configuration Item	Icon Name	EDB_ID	EDB_ITM_REF	PLM Phase	CAX-Type	Variant name	Frame id.	Cre.sys.	File name	Structure ok?	File from local disc?	URL/Alternative ID	DocKeyII	DATEs	Service
T_DOC_DAT.SHS_DOC_ID2	T_DOC_DAT.DOCUMENT_ID	T_DOC_DAT.SHS_DOC_TYPE	T_DOC_DAT.SHS_PROJ_TYPE	T_DOC_DAT.SHEET_NO	T_DOC_DAT.DOC_VERSION	T_DOC_DAT.DOC_REVISION	T_DOC_DAT.SHS_DOC_LANG	T_DOC_DAT.SHS_REV_TXT1	T_DOC_DAT.DOC_NAME_ENG	T_DOC_DAT.SHS_SOURCE_DESCR	T_DOC_DAT.CRE_USER	T_DOC_DAT.SHS_OEM	T_DOC_DAT.LEV_IND	V_CHK_STA.REL_STA_ENG	T_DOC_DAT.CHK_NAME	T_DOC_DAT.VAL_FROM	T_DOC_DAT.VAL_UNTIL	T_DOC_DAT.CUR_FLAG	T_DOC_DAT.SHS_PROJ_NAM	T_DOC_DAT.CRE_DEPART	T_DOC_DAT.CRE_DATE	T_DOC_DAT.CRE_C_USER	T_DOC_DAT.APR_USER	T_DOC_DAT.APR_DATE	T_DOC_DAT.REL_USER	T_DOC_DAT.REL_DATE	T_DOC_DAT.SHS_MTO	T_DOC_DAT.STEP_DESCR	T_DOC_DAT.SHS_DOC_TYPEII	T_DOC_DAT.SHS_EO_ID	T_DOC_DAT.SHS_EXT_KEY	T_DOC_DAT.DOC_TYPE	T_DOC_DAT.BOM_FLAG	T_DOC_DAT.AGG_FLAG	T_DOC_DAT.DDL_HYPERLINK	T_DOC_DAT.HYPERLINK_VER	T_DOC_DAT.CMG_CTRL	T_DOC_DAT.EDB_ICON	T_DOC_DAT.EDB_ID	T_DOC_DAT.EDB_ITM_REF	T_DOC_DAT.SHS_PLM_TYP	T_DOC_DAT.CAX_TYPE	T_DOC_DAT.CAX_VAR	T_DOC_DAT.CAX_FRAME_ID	T_DOC_DAT.CAX_CRE_SYSTEM	T_DOC_DAT.CAX_FIL_NAME	T_DOC_DAT.CAX_STROK	T_DOC_DAT.CAX_LOCAL	T_DOC_DAT.EDB_URL	T_DOC_DAT.SHS_DTYPE2_KEY	T_DOC_DAT.SHS_DATES	T_DOC_DAT.SHS_SERVICE
DoC_Rexton_BiCore_R312	D00264004	34	QMDOC	0	4	0	EN		DOC_REXTON_BICORE_R312	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	16/04/2025 09.43.43	01/01/3000 00.00.00	y		QM APAC SG QS	2025-04-16	AU000N1Z	Khoo, C	2025-04-16	Jakobsen, MG	2025-04-16	n	Added the following model: BiCore R312 BT 10	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00264004&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1347503360&DOC_TYPE=QM_DOCUMENTATION			17869676		GEN									QCE		
DoC_AudioService_R S 7	D00264045	34	QMDOC	0	4	0	EN		DOC_AUDIOSERVICE_R S 7	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	16/04/2025 09.41.53	01/01/3000 00.00.00	y		QM APAC SG QS	2025-04-16	AU000N1Z	Khoo, C	2025-04-16	Jakobsen, MG	2025-04-16	n	Added the following model: R S BT 7.3	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00264045&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1244919617&DOC_TYPE=QM_DOCUMENTATION			17869428		GEN									QCE		
DoC_Rexton_BiCore B P	D00284115	34	QMDOC	0	5	0	EN		DOC_REXTON_BICORE B P	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	16/04/2025 07.53.29	01/01/3000 00.00.00	y		QM APAC SG QS	2025-04-16	AU000N1Z	Khoo, C	2025-04-16	Andersen, KB	2025-04-16	n	Added the following model: BiCore B P BT 10	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00284115&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1030790768&DOC_TYPE=QM_DOCUMENTATION			17869218											QCE		
DoC_AudioService_B P 7	D00283988	34	QMDOC	0	3	0	EN		DOC_AUDIOSERVICE_B P 7	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	16/04/2025 07.52.51	01/01/3000 00.00.00	y		QM APAC SG QS	2025-04-15	AU000N1Z	Khoo, C	2025-04-15	Andersen, KB	2025-04-16	n	Added the following: B P BT 7.3	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00283988&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1119038920&DOC_TYPE=QM_DOCUMENTATION			17868813											QCE		
DoC_amplifon_ampli-energy R 5w R-D	D00323674	34	QMDOC	0	2	0	EN		DOC_AMPLIFON_AMPLI-ENERGY R 5W R-D	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	08/04/2025 14.34.33	01/01/3000 00.00.00	y		GRP QLT RA	2025-04-08	AU000G4B	Jakobsen, MG	2025-04-08	Andersen, KB	2025-04-08	n	version 2, correction of type of device in product table	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00323674&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1268134000&DOC_TYPE=QM_DOCUMENTATION			17858713											QCE		
DoC_Widex_WPC201	D00262993	34	QMDOC	0	2	0	EN		DOC_WIDEX_WPC201	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	28/03/2025 13.56.26	01/01/3000 00.00.00	y		GRP QLT RA	2025-03-28	AU000G4B	Jakobsen, MG	2025-03-28	Andersen, KB	2025-03-28	n	ver2 Moment charger refresh project P005563	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00262993&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1514145544&DOC_TYPE=QM_DOCUMENTATION			17817437		GEN									QCE		
DoC_A&M_XTM IF CIC 2.0	D00346147	34	QMDOC	0	1	0	EN		DOC_A&M_XTM IF CIC 2.0	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	27/03/2025 08.47.51	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-27	AU000N1Z	Khoo, C	2025-03-27	Jakobsen, MG	2025-03-27	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00346147&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1064327900&DOC_TYPE=QM_DOCUMENTATION			17810800											QCE		
DoC_Signia_Sirion Connect_RIC	D00346140	34	QMDOC	0	1	0	EN		DOC_SIGNIA_SIRION CONNECT_RIC	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	27/03/2025 08.09.24	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-27	AU000N1Z	Khoo, C	2025-03-27	Jakobsen, MG	2025-03-27	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00346140&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1001141326&DOC_TYPE=QM_DOCUMENTATION			17810737											QCE		
DoC_Signia_Sirion Connect_BTE	D00346132	34	QMDOC	0	1	0	EN		DOC_SIGNIA_SIRION CONNECT_BTE	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	27/03/2025 08.08.35	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-27	AU000N1Z	Khoo, C	2025-03-27	Jakobsen, MG	2025-03-27	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00346132&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1018929664&DOC_TYPE=QM_DOCUMENTATION			17810721											QCE		
DoC_Signia_Pure_C&G_BCT_IX_RIC	D00343475	34	QMDOC	0	2	0	EN		DOC_SIGNIA_PURE_C&G_BCT_IX_RIC	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	27/03/2025 08.07.47	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-27	AU000N1Z	Khoo, C	2025-03-27	Jakobsen, MG	2025-03-27	n	Added the following: - Pure C&G BCT 2IX - Pure C&G BCT 1IX	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00343475&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1042935138&DOC_TYPE=QM_DOCUMENTATION			17810647											QCE		
DoC_Widex_WPC301	D00345559	34	QMDOC	0	1	0	EN		DOC_WIDEX_WPC301	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	21/03/2025 09.11.51	01/01/3000 00.00.00	y		GRP QLT RA	2025-03-21	AU000G4B	Jakobsen, MG	2025-03-21	Khoo, C	2025-03-21	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00345559&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1037501673&DOC_TYPE=QM_DOCUMENTATION			17801879											QCE		
DoC_Rexton_Reach SR	D00333227	34	QMDOC	0	3	0	EN		DOC_REXTON_REACH SR	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	21/03/2025 08.11.03	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-21	AU000N1Z	Khoo, C	2025-03-21	Jakobsen, MG	2025-03-21	n	Removed EC certificate revision number	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00333227&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1315775908&DOC_TYPE=QM_DOCUMENTATION			17801809											QCE		
DoC_nitro_B 7_RIC	D00345205	34	QMDOC	0	1	0	EN		DOC_NITRO_B 7_RIC	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	17/03/2025 08.41.33	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-17	AU000N1Z	Khoo, C	2025-03-17	Jakobsen, MG	2025-03-17	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00345205&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1033689677&DOC_TYPE=QM_DOCUMENTATION			17788172											QCE		
DoC_nitro_B 7_BTE	D00345204	34	QMDOC	0	1	0	EN		DOC_NITRO_B 7_BTE	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	17/03/2025 08.40.46	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-17	AU000N1Z	Khoo, C	2025-03-17	Jakobsen, MG	2025-03-17	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00345204&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1391367407&DOC_TYPE=QM_DOCUMENTATION			17788139											QCE		
DoC_Vesuvio_XTM P P6	D00345115	34	QMDOC	0	1	0	EN		DOC_VESUVIO_XTM P P6	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	14/03/2025 08.51.14	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-14	AU000N1Z	Khoo, C	2025-03-14	Jakobsen, MG	2025-03-14	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00345115&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1532849942&DOC_TYPE=QM_DOCUMENTATION			17787418											QCE		
DoC_AM_XTM R_RIC	D00345046	34	QMDOC	0	1	0	EN		DOC_AM_XTM R_RIC	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	13/03/2025 09.39.17	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-13	AU000N1Z	Khoo, C	2025-03-13	Jakobsen, MG	2025-03-13	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00345046&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1421889168&DOC_TYPE=QM_DOCUMENTATION			17783593											QCE		
DoC_AM_XTM R_BTE	D00345045	34	QMDOC	0	1	0	EN		DOC_AM_XTM R_BTE	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	13/03/2025 09.38.23	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-13	AU000N1Z	Khoo, C	2025-03-13	Jakobsen, MG	2025-03-13	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00345045&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1400865025&DOC_TYPE=QM_DOCUMENTATION			17783591											QCE		
DoC_Stretta_Aya_RIC	D00345042	34	QMDOC	0	1	0	EN		DOC_STRETTA_AYA_RIC	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	13/03/2025 09.35.53	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-13	AU000N1Z	Khoo, C	2025-03-13	Jakobsen, MG	2025-03-13	n		#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00345042&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1326044620&DOC_TYPE=QM_DOCUMENTATION			17783387											QCE		
DoC_Rexton_BiCore B M	D00284162	34	QMDOC	0	3	0	EN		DOC_REXTON_BICORE B M	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	13/03/2025 09.34.36	01/01/3000 00.00.00	y		QM APAC SG QS	2025-03-13	AU000N1Z	Khoo, C	2025-03-13	Jakobsen, MG	2025-03-13	n	Added the following: BiCore B M 80 BiCore B M 60 BiCore B M 40	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00284162&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1000577728&DOC_TYPE=QM_DOCUMENTATION			17783195											QCE		
DoC_SIGNIA_APP_WSA	D00219022	34	QMDOC	0	8	0	EN		DECLARATION OF CONFORMITY FOR SIGNIA APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	05/03/2025 08.23.11	01/01/3000 00.00.00	y		GRP QLT RA	2025-03-05	AU000G4B	Jakobsen, MG	2025-03-05	Khoo, C	2025-03-05	n	New version of app MDR	#DoC			QM_DOCUMENTATION	0	18	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00219022&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1736508844&DOC_TYPE=QM_DOCUMENTATION			17767872		GEN									QCE		
DoC_CONNEXX_APP_WSA	D00276681	34	QMDOC	0	5	0	EN		DOC CONNEXX FIT2GO	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	05/03/2025 01.40.25	01/01/3000 00.00.00	y		GRP QLT RA	2025-03-04	AU000G4B	Jakobsen, MG	2025-03-04	Khoo, C	2025-03-05	n	Update due to new version of app	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00276681&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1134324682&DOC_TYPE=QM_DOCUMENTATION			17766415		GEN									QCE		
DoC_AudioService_SR Li 8	D00333226	34	QMDOC	0	2	0	EN		DOC_AUDIOSERVICE_SR LI 8	WSA-SG-QA/QMS	Khoo, C		230	Released	SHS-QMDOC	28/02/2025 08.29.05	01/01/3000 00.00.00	y		QM APAC SG QS	2025-02-28	AU000N1Z	Khoo, C	2025-02-28	Jakobsen, MG	2025-02-28	n	MDR  Added the following: SR Li 8.4 SR Li 8.6	#DoC			QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00333226&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1042923034&DOC_TYPE=QM_DOCUMENTATION			17762041											QCE		
DoC_Connexx_9.12	D00330402	34	QMDOC	0	4	0	EN		DOC_CONNEXX_9.12	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	Updated EMDN code, see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00330402&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1470387884&DOC_TYPE=QM_DOCUMENTATION			17747591											QCE		
DoC_Coselgi_C-TUNE II_4.8	D00325745	34	QMDOC	0	2	0	EN		DOC_COSELGI_C-TUNE II_4.8	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-24	Khoo, C	2025-02-24	n	Updated EMDN code see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00325745&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1604164426&DOC_TYPE=QM_DOCUMENTATION			17747603											QCE		
DoC_COMPASS_GPS_4.8	D00325744	34	QMDOC	0	2	0	EN		DOC_COMPASS_GPS_4.8	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	EMDN code update see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00325744&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1036608709&DOC_TYPE=QM_DOCUMENTATION			17747530											QCE		
DoC_PL_Acoustic_RC_App	D00310419	34	QMDOC	0	2	0	EN		DOC_PL_ACOUSTIC_RC_APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	Updated EMDN code see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	4	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00310419&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1112097728&DOC_TYPE=QM_DOCUMENTATION			17747617											QCE		
DoC_Coselgi_Mojo_app	D00309270	34	QMDOC	0	7	0	EN		DOC_COSELGI_MOJO_APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	Updated EMDN code see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00309270&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1185752749&DOC_TYPE=QM_DOCUMENTATION			17747610											QCE		
DoC_Widex_Moment_app	D00309269	34	QMDOC	0	7	0	EN		DOC_WIDEX_MOMENT_APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	Updated EMDN code see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	3	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00309269&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1650439510&DOC_TYPE=QM_DOCUMENTATION			17747906											QCE		
DoC_Widex_Magnify_app	D00309268	34	QMDOC	0	7	0	EN		DOC_WIDEX_MAGNIFY_APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	Updated EMDN code see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00309268&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1420939680&DOC_TYPE=QM_DOCUMENTATION			17747894											QCE		
DoC_PL_Acuitis M_app	D00309267	34	QMDOC	0	7	0	EN		DOC_PL_ACUITIS M_APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	Updated EMDN code see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00309267&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1222036373&DOC_TYPE=QM_DOCUMENTATION			17747624											QCE		
DoC_Widex_ENJOY App	D00298737	34	QMDOC	0	2	0	EN		DOC_WIDEX_ENJOY APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	Updated GMDN code see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00298737&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1169918355&DOC_TYPE=QM_DOCUMENTATION			17747878											QCE		
DoC_Colsegi_Effect App	D00298736	34	QMDOC	0	3	0	EN		DOC_COLSEGI_EFFECT APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-24	Khoo, C	2025-02-24	n	Updated EMDN code see ECO, Agile version changed to 3 to match doc version	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00298736&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1108148560&DOC_TYPE=QM_DOCUMENTATION			17747585											QCE		
DoC_Widex_Evoke_app	D00298618	34	QMDOC	0	3	0	EN		DOC_WIDEX_EVOKE_APP	WIDEX-DK-QM	Jakobsen, MG		230	Released	SHS-QMDOC	27/02/2025 15.29.14	01/01/3000 00.00.00	y		GRP QLT RA	2025-02-21	AU000G4B	Jakobsen, MG	2025-02-21	Khoo, C	2025-02-24	n	Updated EMDN code see ECO	#DoC	ECO095729		QM_DOCUMENTATION	0	0	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?DOCUMENT_ID=D00298618&DOC_TYPE=QM_DOCUMENTATION	http://eplm.audiology-solutions.net:8181/SivantosDocumentDownload/DocumentFileDownload?UNIQUE_ID=1387878784&DOC_TYPE=QM_DOCUMENTATION			17747887											QCE		
